species_id,name,taxa,scientificname,species_url,commonname,redlist,family,family_common,taxonomic_level,sequenceid,genus,created_at
5b6a0994-aa60-4f65-bf4e-b9e76efd064b,Thecadactylus,reptiles,,,,,Phyllodactylidae,NULL,genus,34,Thecadactylus,2024-01-24 17:18:54.447684+00
ef939788-6b6c-4208-893e-bed9dc774770,Mesoclemmys gibba,reptiles,Mesoclemmys gibba,NULL,NULL,NULL,,NULL,species,NULL,Mesoclemmys,2024-01-24 17:18:54.447684+00
ed5c2570-33aa-47f4-a115-71a9dd8a97b0,Kentropyx striata,reptiles,Kentropyx striata,NULL,NULL,NULL,,NULL,species,NULL,Kentropyx,2024-01-24 17:18:54.447684+00
8a6de023-0a4e-49ef-94a8-fe92bde136d5,Apostolepis,reptiles,,,,,,NULL,genus,NULL,Apostolepis,2024-01-24 17:18:54.447684+00
89fee68e-4568-4a55-ac01-1a5723dabd24,Bachia whitei,reptiles,Bachia whitei,NULL,NULL,NULL,,NULL,species,NULL,Bachia,2024-01-24 17:18:54.447684+00
08140e1f-b841-406c-99e0-4f5225b19045,Anolis fuscoauratus,reptiles,Anolis fuscoauratus,NULL,NULL,NULL,,NULL,species,NULL,Anolis,2024-01-24 17:18:54.447684+00
e9b96aeb-b1c7-4cf2-bc5d-716d0c56f8eb,Podocnemis expansa,reptiles,Podocnemis expansa,NULL,NULL,NULL,,NULL,species,NULL,Podocnemis,2024-01-24 17:18:54.447684+00
b0a64820-881d-4162-bc99-4031d8b922b8,Chelonoidis denticulatus,reptiles,Chelonoidis denticulatus,NULL,Yellow-Footed Tortoise,NULL,,,species,NULL,Chelonoidis,2024-01-31 16:46:00.692574+00
9ebe9d02-5c23-4e95-af9f-1dd344ab3244,Mastigodryas boddaerti,reptiles,Mastigodryas boddaerti,NULL,NULL,NULL,,NULL,species,NULL,Mastigodryas,2024-01-24 17:18:54.447684+00
1374d30a-cc76-4a75-b22a-3c1e3dfa3815,Loxopholis guianense,reptiles,Loxopholis guianense,NULL,,NULL,,,species,NULL,Loxopholis,2024-01-31 16:46:00.692574+00
