name,taxa,scientificname,genus,family,taxonomic_level
Cecropia concolor,plants,Cecropia concolor,Cecropia,Urticaceae,species
Phyllodrepanium,plants,,Phyllodrepanium,Phyllodrepaniaceae,genus
Panicum,plants,,Panicum,Poaceae,genus
Vismia,plants,,Vismia,Hypericaceae,genus
Dendrobangia boliviana,plants,Dendrobangia boliviana,Dendrobangia,Metteniusaceae,species
Qualea brevipedicellata,plants,Qualea brevipedicellata,Qualea,Vochysiaceae,species
Caraipa savannarum,plants,Caraipa savannarum,Caraipa,Calophyllaceae,species
Paspalum centrale,plants,Paspalum centrale,Paspalum,Poaceae,species
Tecoma stans,plants,Tecoma stans,Tecoma,Bignoniaceae,species
Hymenopus,plants,,Hymenopus,Chrysobalanaceae,genus
Licania sandwithii,plants,Licania sandwithii,Licania,Chrysobalanaceae,species
Paypayrola confertiflora,plants,Paypayrola confertiflora,Paypayrola,Violaceae,species
Heliconia episcopalis,plants,Heliconia episcopalis,Heliconia,Heliconiaceae,species
Botryarrhena,plants,,Botryarrhena,Rubiaceae,genus
Ecclinusa parviflora,plants,Ecclinusa parviflora,Ecclinusa,Sapotaceae,species
Maxillaria lutescens,plants,Maxillaria lutescens,Maxillaria,Orchidaceae,species
Syrrhopodon leprieurii,plants,Syrrhopodon leprieurii,Syrrhopodon,Calymperaceae,species
Miconia,plants,,Miconia,Melastomataceae,genus
Mabea piriri,plants,Mabea piriri,Mabea,Euphorbiaceae,species
Orobanchaceae,plants,,,Orobanchaceae,family
Peltogyne parvifolia,plants,Peltogyne parvifolia,Peltogyne,Fabaceae,species
Araceae,plants,,,Araceae,family
Exochogyne amazonica,plants,Exochogyne amazonica,Exochogyne,Cyperaceae,species
Amanoa guianensis,plants,Amanoa guianensis,Amanoa,Phyllanthaceae,species
Endlicheria,plants,,Endlicheria,Lauraceae,genus
Pistia,plants,,Pistia,Araceae,genus
Ruehssia,plants,,Ruehssia,Apocynaceae,genus
Swartzia anomala,plants,Swartzia anomala,Swartzia,Fabaceae,species
Pouteria engleri,plants,Pouteria engleri,Pouteria,Sapotaceae,species
Caraipa costata,plants,Caraipa costata,Caraipa,Calophyllaceae,species
Physocalymma scaberrimum,plants,Physocalymma scaberrimum,Physocalymma,Lythraceae,species
Apeiba tibourbou,plants,Apeiba tibourbou,Apeiba,Malvaceae,species
Humiriastrum cuspidatum,plants,Humiriastrum cuspidatum,Humiriastrum,Humiriaceae,species
Aniseia,plants,,Aniseia,Convolvulaceae,genus
Ternstroemia,plants,,Ternstroemia,Pentaphylacaceae,genus
Cybianthus,plants,,Cybianthus,Primulaceae,genus
Cupania cinerea,plants,Cupania cinerea,Cupania,Sapindaceae,species
Cephaloziaceae,plants,,,Cephaloziaceae,family
Acroporium pungens,plants,Acroporium pungens,Acroporium,Sematophyllaceae,species
Cecropia ficifolia,plants,Cecropia ficifolia,Cecropia,Urticaceae,species
Eschweilera bracteosa,plants,Eschweilera bracteosa,Eschweilera,Lecythidaceae,species
Rhipsalis,plants,,Rhipsalis,Cactaceae,genus
Odontadenia geminata,plants,Odontadenia geminata,Odontadenia,Apocynaceae,species
Caraipa heterocarpa,plants,Caraipa heterocarpa,Caraipa,Calophyllaceae,species
Virola calophylloidea,plants,Virola calophylloidea,Virola,Myristicaceae,species
Poeppigia procera,plants,Poeppigia procera,Poeppigia,Fabaceae,species
Parahancornia fasciculata,plants,Parahancornia fasciculata,Parahancornia,Apocynaceae,species
Symphonia globulifera,plants,Symphonia globulifera,Symphonia,Clusiaceae,species
Campsiandra chigo-montero,plants,Campsiandra chigo-montero,Campsiandra,Fabaceae,species
Gnetum nodiflorum,plants,Gnetum nodiflorum,Gnetum,Gnetaceae,species
Sloanea grandiflora,plants,Sloanea grandiflora,Sloanea,Elaeocarpaceae,species
Ouratea roraimae,plants,Ouratea roraimae,Ouratea,Ochnaceae,species
Croton cuneatus,plants,Croton cuneatus,Croton,Euphorbiaceae,species
Stizophyllum riparium,plants,Stizophyllum riparium,Stizophyllum,Bignoniaceae,species
Vantanea parviflora,plants,Vantanea parviflora,Vantanea,Humiriaceae,species
Protium meridionale,plants,Protium meridionale,Protium,Burseraceae,species
Mabea subsessilis,plants,Mabea subsessilis,Mabea,Euphorbiaceae,species
Erythroxylum daphnites,plants,Erythroxylum daphnites,Erythroxylum,Erythroxylaceae,species
Syngonium podophyllum,plants,Syngonium podophyllum,Syngonium,Araceae,species
Sapindaceae,plants,,,Sapindaceae,family
Inga stipularis,plants,Inga stipularis,Inga,Fabaceae,species
Poeppigia,plants,,Poeppigia,Fabaceae,genus
Guatteria meliodora,plants,Guatteria meliodora,Guatteria,Annonaceae,species
Cyclolejeunea chitonia,plants,Cyclolejeunea chitonia,Cyclolejeunea,Lejeuneaceae,species
Dendrobangia,plants,,Dendrobangia,Metteniusaceae,genus
Annona exsucca,plants,Annona exsucca,Annona,Annonaceae,species
Calathea altissima,plants,Calathea altissima,Calathea,Marantaceae,species
Micrandropsis,plants,,Micrandropsis,Euphorbiaceae,genus
Amphirrhox,plants,,Amphirrhox,Violaceae,genus
Malanea,plants,,Malanea,Rubiaceae,genus
Bactris oligocarpa,plants,Bactris oligocarpa,Bactris,Arecaceae,species
Ficus americana,plants,Ficus americana,Ficus,Moraceae,species
Neea,plants,,Neea,Nyctaginaceae,genus
Vismia pozuzoensis,plants,Vismia pozuzoensis,Vismia,Hypericaceae,species
Fissidens elegans,plants,Fissidens elegans,Fissidens,Fissidentaceae,species
Pouteria cayennensis,plants,Pouteria cayennensis,Pouteria,Sapotaceae,species
Alchornea discolor,plants,Alchornea discolor,Alchornea,Euphorbiaceae,species
Urena lobata,plants,Urena lobata,Urena,Malvaceae,species
Clarisia,plants,,Clarisia,Moraceae,genus
Thysananthus amazonicus,plants,Thysananthus amazonicus,Thysananthus,Lejeuneaceae,species
Bothriospora,plants,,Bothriospora,Rubiaceae,genus
Tectaria,plants,,Tectaria,Tectariaceae,genus
Sciaphila purpurea,plants,Sciaphila purpurea,Sciaphila,Triuridaceae,species
Eryngium,plants,,Eryngium,Apiaceae,genus
Oxandra krukoffii,plants,Oxandra krukoffii,Oxandra,Annonaceae,species
Cymbopogon caesius,plants,Cymbopogon caesius,Cymbopogon,Poaceae,species
Galactophora crassifolia,plants,Galactophora crassifolia,Galactophora,Apocynaceae,species
Lecythis corrugata,plants,Lecythis corrugata,Lecythis,Lecythidaceae,species
Palicourea crocea,plants,Palicourea crocea,Palicourea,Rubiaceae,species
Ocotea leucoxylon,plants,Ocotea leucoxylon,Ocotea,Lauraceae,species
Chimarrhis turbinata,plants,Chimarrhis turbinata,Chimarrhis,Rubiaceae,species
Danaea nodosa,plants,Danaea nodosa,Danaea,Marattiaceae,species
Pera distichophylla,plants,Pera distichophylla,Pera,Peraceae,species
Pagamea plicatiformis,plants,Pagamea plicatiformis,Pagamea,Rubiaceae,species
Lophocoleaceae,plants,,,Lophocoleaceae,family
Handroanthus incanus,plants,Handroanthus incanus,Handroanthus,Bignoniaceae,species
Selaginella conduplicata,plants,Selaginella conduplicata,Selaginella,Selaginellaceae,species
Bactris acanthocarpoides,plants,Bactris acanthocarpoides,Bactris,Arecaceae,species
Ayenia,plants,,Ayenia,Malvaceae,genus
Coussarea platyphylla,plants,Coussarea platyphylla,Coussarea,Rubiaceae,species
Simaroubaceae,plants,,,Simaroubaceae,family
Crudia glaberrima,plants,Crudia glaberrima,Crudia,Fabaceae,species
Vesicularia,plants,,Vesicularia,Hypnaceae,genus
Costaceae,plants,,,Costaceae,family
Roucheria columbiana,plants,Roucheria columbiana,Roucheria,Linaceae,species
Monodactylopsis monodactyla,plants,Monodactylopsis monodactyla,Monodactylopsis,Lepidoziaceae,species
Nectandra,plants,,Nectandra,Lauraceae,genus
Macrolobium duckeanum,plants,Macrolobium duckeanum,Macrolobium,Fabaceae,species
Genipa americana,plants,Genipa americana,Genipa,Rubiaceae,species
Myrcia fallax,plants,Myrcia fallax,Myrcia,Myrtaceae,species
Unonopsis rufescens,plants,Unonopsis rufescens,Unonopsis,Annonaceae,species
Chiococca alba,plants,Chiococca alba,Chiococca,Rubiaceae,species
Palicourea croceoides,plants,Palicourea croceoides,Palicourea,Rubiaceae,species
Paspalum repens,plants,Paspalum repens,Paspalum,Poaceae,species
Triplophyllum,plants,,Triplophyllum,Tectariaceae,genus
Clitoria falcata,plants,Clitoria falcata,Clitoria,Fabaceae,species
Fabaceae,plants,,,Fabaceae,family
Tachia,plants,,Tachia,Gentianaceae,genus
Piper,plants,,Piper,Piperaceae,genus
Clusiella axillaris,plants,Clusiella axillaris,Clusiella,Calophyllaceae,species
Vochysia pyramidalis,plants,Vochysia pyramidalis,Vochysia,Vochysiaceae,species
Bolbitis serratifolia,plants,Bolbitis serratifolia,Bolbitis,Dryopteridaceae,species
Myristicaceae,plants,,,Myristicaceae,family
Tectaria incisa,plants,Tectaria incisa,Tectaria,Tectariaceae,species
Helia alata,plants,Helia alata,Helia,Gentianaceae,species
Cyathea hirsuta,plants,Cyathea hirsuta,Cyathea,Cyatheaceae,species
Mouriri nervosa,plants,Mouriri nervosa,Mouriri,Melastomataceae,species
Amasonia campestris,plants,Amasonia campestris,Amasonia,Lamiaceae,species
Miconia mayeta,plants,Miconia mayeta,Miconia,Melastomataceae,species
Pterocarpus santalinoides,plants,Pterocarpus santalinoides,Pterocarpus,Fabaceae,species
Galipea,plants,,Galipea,Rutaceae,genus
Swartzia obscura,plants,Swartzia obscura,Swartzia,Fabaceae,species
Hydrochorea marginata,plants,Hydrochorea marginata,Hydrochorea,Fabaceae,species
Chrysophyllum lucentifolium,plants,Chrysophyllum lucentifolium,Chrysophyllum,Sapotaceae,species
Cespedesia spathulata,plants,Cespedesia spathulata,Cespedesia,Ochnaceae,species
Cheilolejeunea,plants,,Cheilolejeunea,Lejeuneaceae,genus
Myrcia sylvatica,plants,Myrcia sylvatica,Myrcia,Myrtaceae,species
Phenakospermum guyannense,plants,Phenakospermum guyannense,Phenakospermum,Strelitziaceae,species
Salpichlaena,plants,,Salpichlaena,Blechnaceae,genus
Miconia macrosperma,plants,Miconia macrosperma,Miconia,Melastomataceae,species
Ludwigia erecta,plants,Ludwigia erecta,Ludwigia,Onagraceae,species
Casearia ulmifolia,plants,Casearia ulmifolia,Casearia,Salicaceae,species
Acalypha,plants,,Acalypha,Euphorbiaceae,genus
Hecistopteris pumila,plants,Hecistopteris pumila,Hecistopteris,Pteridaceae,species
Blepharandra heteropetala,plants,Blepharandra heteropetala,Blepharandra,Malpighiaceae,species
Xylopia nitida,plants,Xylopia nitida,Xylopia,Annonaceae,species
Tanaecium,plants,,Tanaecium,Bignoniaceae,genus
Hebepetalum,plants,,Hebepetalum,Linaceae,genus
Elaphoglossum raywaense,plants,Elaphoglossum raywaense,Elaphoglossum,Dryopteridaceae,species
Melastomataceae,plants,,,Melastomataceae,family
Cuphea annulata,plants,Cuphea annulata,Cuphea,Lythraceae,species
Pouteria oblanceolata,plants,Pouteria oblanceolata,Pouteria,Sapotaceae,species
Miconia rufescens,plants,Miconia rufescens,Miconia,Melastomataceae,species
Nectandra cissiflora,plants,Nectandra cissiflora,Nectandra,Lauraceae,species
Euphorbia,plants,,Euphorbia,Euphorbiaceae,genus
Cannaceae,plants,,,Cannaceae,family
Rhabdodendron amazonicum,plants,Rhabdodendron amazonicum,Rhabdodendron,Rhabdodendraceae,species
Sida glomerata,plants,Sida glomerata,Sida,Malvaceae,species
Chrysobalanaceae,plants,,,Chrysobalanaceae,family
Couratari,plants,,Couratari,Lecythidaceae,genus
Mesosetum,plants,,Mesosetum,Poaceae,genus
Geissospermum argenteum,plants,Geissospermum argenteum,Geissospermum,Apocynaceae,species
Ludwigia affinis,plants,Ludwigia affinis,Ludwigia,Onagraceae,species
Rourea krukovii,plants,Rourea krukovii,Rourea,Connaraceae,species
Pseudelephantopus spiralis,plants,Pseudelephantopus spiralis,Pseudelephantopus,Asteraceae,species
Conceveiba,plants,,Conceveiba,Euphorbiaceae,genus
Dichorisandra,plants,,Dichorisandra,Commelinaceae,genus
Olfersia cervina,plants,Olfersia cervina,Olfersia,Dryopteridaceae,species
Phoradendron acinacifolium,plants,Phoradendron acinacifolium,Phoradendron,Viscaceae,species
Ryania,plants,,Ryania,Salicaceae,genus
Acanthaceae,plants,,,Acanthaceae,family
Retiniphyllum,plants,,Retiniphyllum,Rubiaceae,genus
Henriettea maroniensis,plants,Henriettea maroniensis,Henriettea,Melastomataceae,species
Miconia argyrophylla,plants,Miconia argyrophylla,Miconia,Melastomataceae,species
Mabea uleana,plants,Mabea uleana,Mabea,Euphorbiaceae,species
Aegiphila,plants,,Aegiphila,Lamiaceae,genus
Palicourea grandifolia,plants,Palicourea grandifolia,Palicourea,Rubiaceae,species
Eschweilera rufifolia,plants,Eschweilera rufifolia,Eschweilera,Lecythidaceae,species
Eschweilera parviflora,plants,Eschweilera parviflora,Eschweilera,Lecythidaceae,species
Macrolobium limbatum,plants,Macrolobium limbatum,Macrolobium,Fabaceae,species
Peperomia pellucida,plants,Peperomia pellucida,Peperomia,Piperaceae,species
Pseudoxandra obscurinervis,plants,Pseudoxandra obscurinervis,Pseudoxandra,Annonaceae,species
Utricularia amethystina,plants,Utricularia amethystina,Utricularia,Lentibulariaceae,species
Adenia heterophylla subsp heterophylla,plants,Adenia heterophylla subsp heterophylla,Adenia,Passifloraceae,species
Isertia hypoleuca,plants,Isertia hypoleuca,Isertia,Rubiaceae,species
Turnera,plants,,Turnera,Turneraceae,genus
Neea robusta,plants,Neea robusta,Neea,Nyctaginaceae,species
Cissus descoingsii,plants,Cissus descoingsii,Cissus,Vitaceae,species
Compsoneura debilis,plants,Compsoneura debilis,Compsoneura,Myristicaceae,species
Neckeropsis disticha,plants,Neckeropsis disticha,Neckeropsis,Neckeraceae,species
Cybianthus fulvopulverulentus,plants,Cybianthus fulvopulverulentus,Cybianthus,Primulaceae,species
Lindsaea lancea,plants,Lindsaea lancea,Lindsaea,Lindsaeaceae,species
Axonopus,plants,,Axonopus,Poaceae,genus
Rhinostigma macrophyllum,plants,Rhinostigma macrophyllum,Rhinostigma,Clusiaceae,species
Didymopanax umbrosus,plants,Didymopanax umbrosus,Didymopanax,Araliaceae,species
Symbiezidium barbiflorum,plants,Symbiezidium barbiflorum,Symbiezidium,Lejeuneaceae,species
Vismia macrophylla,plants,Vismia macrophylla,Vismia,Hypericaceae,species
Ipomoea,plants,,Ipomoea,Convolvulaceae,genus
Sarcaulus,plants,,Sarcaulus,Sapotaceae,genus
Sapium,plants,,Sapium,Euphorbiaceae,genus
Anthurium,plants,,Anthurium,Araceae,genus
Faramea,plants,,Faramea,Rubiaceae,genus
Renealmia floribunda,plants,Renealmia floribunda,Renealmia,Zingiberaceae,species
Ocotea esmeraldana,plants,Ocotea esmeraldana,Ocotea,Lauraceae,species
Phlebodium decumanum,plants,Phlebodium decumanum,Phlebodium,Polypodiaceae,species
Cyperus haspan,plants,Cyperus haspan,Cyperus,Cyperaceae,species
Gwilymia,plants,,Gwilymia,Fabaceae,genus
Couepia bracteosa,plants,Couepia bracteosa,Couepia,Chrysobalanaceae,species
Pourouma,plants,,Pourouma,Urticaceae,genus
Aristida longifolia,plants,Aristida longifolia,Aristida,Poaceae,species
Talisia japurensis,plants,Talisia japurensis,Talisia,Sapindaceae,species
Myrciaria vismeifolia,plants,Myrciaria vismeifolia,Myrciaria,Myrtaceae,species
Casearia resinifera,plants,Casearia resinifera,Casearia,Salicaceae,species
Leucomium,plants,,Leucomium,Leucomiaceae,genus
Syrrhopodon prolifer,plants,Syrrhopodon prolifer,Syrrhopodon,Calymperaceae,species
Passiflora,plants,,Passiflora,Passifloraceae,genus
Burmannia bicolor,plants,Burmannia bicolor,Burmannia,Burmanniaceae,species
Ticorea tubiflora,plants,Ticorea tubiflora,Ticorea,Rutaceae,species
Mikania psilostachya,plants,Mikania psilostachya,Mikania,Asteraceae,species
Duroia micrantha,plants,Duroia micrantha,Duroia,Rubiaceae,species
Tovomita spruceana,plants,Tovomita spruceana,Tovomita,Clusiaceae,species
Ischnosiphon leucophaeus,plants,Ischnosiphon leucophaeus,Ischnosiphon,Marantaceae,species
Vochysia obscura,plants,Vochysia obscura,Vochysia,Vochysiaceae,species
Micropterygium pterygophyllum,plants,Micropterygium pterygophyllum,Micropterygium,Lepidoziaceae,species
Piper aduncum,plants,Piper aduncum,Piper,Piperaceae,species
Echinolaena,plants,,Echinolaena,Poaceae,genus
Salvinia,plants,,Salvinia,Salviniaceae,genus
Metaxyaceae,plants,,,Metaxyaceae,family
Selaginellaceae,plants,,,Selaginellaceae,family
Aiouea guianensis,plants,Aiouea guianensis,Aiouea,Lauraceae,species
Zanthoxylum paulae,plants,Zanthoxylum paulae,Zanthoxylum,Rutaceae,species
Protium trifoliolatum,plants,Protium trifoliolatum,Protium,Burseraceae,species
Lycianthes pauciflora,plants,Lycianthes pauciflora,Lycianthes,Solanaceae,species
Xylopia aromatica,plants,Xylopia aromatica,Xylopia,Annonaceae,species
Prosthechea,plants,,Prosthechea,Orchidaceae,genus
Hirtella glabrata,plants,Hirtella glabrata,Hirtella,Chrysobalanaceae,species
Goniopteris abrupta,plants,Goniopteris abrupta,Goniopteris,Thelypteridaceae,species
Solanum monachophyllum,plants,Solanum monachophyllum,Solanum,Solanaceae,species
Psychotria platypoda,plants,Psychotria platypoda,Psychotria,Rubiaceae,species
Clusia candelabrum,plants,Clusia candelabrum,Clusia,Clusiaceae,species
Taralea cordata,plants,Taralea cordata,Taralea,Fabaceae,species
Brickellia lanata,plants,Brickellia lanata,Brickellia,Asteraceae,species
Leucobryum,plants,,Leucobryum,Leucobryaceae,genus
Oxandra mediocris,plants,Oxandra mediocris,Oxandra,Annonaceae,species
Crateva,plants,,Crateva,Capparaceae,genus
Menispermaceae,plants,,,Menispermaceae,family
Licania bracteata,plants,Licania bracteata,Licania,Chrysobalanaceae,species
Protium goudotianum,plants,Protium goudotianum,Protium,Burseraceae,species
Crudia,plants,,Crudia,Fabaceae,genus
family3,plants,,,family3,family
Psittacanthus,plants,,Psittacanthus,Loranthaceae,genus
Unonopsis floribunda,plants,Unonopsis floribunda,Unonopsis,Annonaceae,species
Arrabidaea,plants,,Arrabidaea,Bignoniaceae,genus
Pourouma guianensis,plants,Pourouma guianensis,Pourouma,Urticaceae,species
Stictolejeunea,plants,,Stictolejeunea,Lejeuneaceae,genus
Vouarana guianensis,plants,Vouarana guianensis,Vouarana,Sapindaceae,species
Qualea,plants,,Qualea,Vochysiaceae,genus
Ruehssia rubrofusca,plants,Ruehssia rubrofusca,Ruehssia,Apocynaceae,species
Bactris tomentosa,plants,Bactris tomentosa,Bactris,Arecaceae,species
Guatteria schomburgkiana,plants,Guatteria schomburgkiana,Guatteria,Annonaceae,species
Moronobea,plants,,Moronobea,Clusiaceae,genus
Hemionitis,plants,,Hemionitis,Pteridaceae,genus
Xyris surinamensis,plants,Xyris surinamensis,Xyris,Xyridaceae,species
Trattinnickia boliviana,plants,Trattinnickia boliviana,Trattinnickia,Burseraceae,species
Schizaeaceae,plants,,,Schizaeaceae,family
Homalium racemosum,plants,Homalium racemosum,Homalium,Salicaceae,species
Mitostemma,plants,,Mitostemma,Passifloraceae,genus
Byrsonima duckeana,plants,Byrsonima duckeana,Byrsonima,Malpighiaceae,species
Schnella,plants,,Schnella,Fabaceae,genus
Pseudosenefeldera,plants,,Pseudosenefeldera,Euphorbiaceae,genus
Croton amazonicus,plants,Croton amazonicus,Croton,Euphorbiaceae,species
Crepidospermum prancei,plants,Crepidospermum prancei,Crepidospermum,Burseraceae,species
Dicranopteris pectinata,plants,Dicranopteris pectinata,Dicranopteris,Gleicheniaceae,species
Osteophloeum,plants,,Osteophloeum,Myristicaceae,genus
Miconia hypoleuca,plants,Miconia hypoleuca,Miconia,Melastomataceae,species
Peperomia serpens,plants,Peperomia serpens,Peperomia,Piperaceae,species
Psidium guajava,plants,Psidium guajava,Psidium,Myrtaceae,species
Warszewiczia coccinea,plants,Warszewiczia coccinea,Warszewiczia,Rubiaceae,species
Couratari guianensis,plants,Couratari guianensis,Couratari,Lecythidaceae,species
Pouteria durlandii,plants,Pouteria durlandii,Pouteria,Sapotaceae,species
Syrrhopodon fimbriatus,plants,Syrrhopodon fimbriatus,Syrrhopodon,Calymperaceae,species
Aechmea bromeliifolia,plants,Aechmea bromeliifolia,Aechmea,Bromeliaceae,species
Apodanthes caseariae,plants,Apodanthes caseariae,Apodanthes,Apodanthaceae,species
Drepanolejeunea lichenicola,plants,Drepanolejeunea lichenicola,Drepanolejeunea,Lejeuneaceae,species
Alismataceae,plants,,,Alismataceae,family
Protium calanense,plants,Protium calanense,Protium,Burseraceae,species
Cathedra,plants,,Cathedra,Aptandraceae,genus
Burmannia,plants,,Burmannia,Burmanniaceae,genus
Saccoloma,plants,,Saccoloma,Saccolomataceae,genus
Duguetia cauliflora,plants,Duguetia cauliflora,Duguetia,Annonaceae,species
Rutaceae,plants,,,Rutaceae,family
Paspalum fasciculatum,plants,Paspalum fasciculatum,Paspalum,Poaceae,species
Celtis,plants,,Celtis,Cannabaceae,genus
Tontelea,plants,,Tontelea,Celastraceae,genus
Microgramma megalophylla,plants,Microgramma megalophylla,Microgramma,Polypodiaceae,species
Aldina,plants,,Aldina,Fabaceae,genus
Irenodendron cupulatum,plants,Irenodendron cupulatum,Irenodendron,Salicaceae,species
Ocotea leptobotra,plants,Ocotea leptobotra,Ocotea,Lauraceae,species
Margaritaria nobilis,plants,Margaritaria nobilis,Margaritaria,Phyllanthaceae,species
Clidemia bullosa,plants,Clidemia bullosa,Clidemia,Melastomataceae,species
Apeiba,plants,,Apeiba,Malvaceae,genus
Combretum rotundifolium,plants,Combretum rotundifolium,Combretum,Combretaceae,species
Pinzona coriacea,plants,Pinzona coriacea,Pinzona,Dilleniaceae,species
Syagrus inajai,plants,Syagrus inajai,Syagrus,Arecaceae,species
Olfersia macrostegia,plants,Olfersia macrostegia,Olfersia,Dryopteridaceae,species
Celtis iguanaea,plants,Celtis iguanaea,Celtis,Cannabaceae,species
Odontadenia nitida,plants,Odontadenia nitida,Odontadenia,Apocynaceae,species
Passiflora laurifolia,plants,Passiflora laurifolia,Passiflora,Passifloraceae,species
Duguetia aripuanae,plants,Duguetia aripuanae,Duguetia,Annonaceae,species
Iryanthera macrophylla,plants,Iryanthera macrophylla,Iryanthera,Myristicaceae,species
Protium giganteum,plants,Protium giganteum,Protium,Burseraceae,species
Persea,plants,,Persea,Lauraceae,genus
Byrsonima crispa,plants,Byrsonima crispa,Byrsonima,Malpighiaceae,species
Taxithelium,plants,,Taxithelium,Pylaisiadelphaceae,genus
Phytolacca,plants,,Phytolacca,Phytolaccaceae,genus
Rudgea cornifolia,plants,Rudgea cornifolia,Rudgea,Rubiaceae,species
Caryocaraceae,plants,,,Caryocaraceae,family
Davilla kunthii,plants,Davilla kunthii,Davilla,Dilleniaceae,species
Miconia ibaguensis,plants,Miconia ibaguensis,Miconia,Melastomataceae,species
Marcgravia,plants,,Marcgravia,Marcgraviaceae,genus
Syagrus,plants,,Syagrus,Arecaceae,genus
Pharus,plants,,Pharus,Poaceae,genus
Hirtella myrmecophila,plants,Hirtella myrmecophila,Hirtella,Chrysobalanaceae,species
Psychotria campyloneura,plants,Psychotria campyloneura,Psychotria,Rubiaceae,species
Vantanea guianensis,plants,Vantanea guianensis,Vantanea,Humiriaceae,species
Rourea cuspidata,plants,Rourea cuspidata,Rourea,Connaraceae,species
Syngonium,plants,,Syngonium,Araceae,genus
Lejeuneaceae,plants,,,Lejeuneaceae,family
Mniomalia viridis,plants,Mniomalia viridis,Mniomalia,Phyllodrepaniaceae,species
Guatteria foliosa,plants,Guatteria foliosa,Guatteria,Annonaceae,species
Garcinia,plants,,Garcinia,Clusiaceae,genus
Rhynchospora nervosa,plants,Rhynchospora nervosa,Rhynchospora,Cyperaceae,species
Guarea cinnamomea,plants,Guarea cinnamomea,Guarea,Meliaceae,species
Eschweilera laevicarpa,plants,Eschweilera laevicarpa,Eschweilera,Lecythidaceae,species
Naucleopsis glabra,plants,Naucleopsis glabra,Naucleopsis,Moraceae,species
Croton abonari,plants,Croton abonari,Croton,Euphorbiaceae,species
Ochrobryum gardneri,plants,Ochrobryum gardneri,Ochrobryum,Leucobryaceae,species
Ipomoea quamoclit,plants,Ipomoea quamoclit,Ipomoea,Convolvulaceae,species
Carica papaya,plants,Carica papaya,Carica,Caricaceae,species
Aparisthmium cordatum,plants,Aparisthmium cordatum,Aparisthmium,Euphorbiaceae,species
Podostemaceae,plants,,,Podostemaceae,family
Garcinia madruno,plants,Garcinia madruno,Garcinia,Clusiaceae,species
Cyclosorus,plants,,Cyclosorus,Thelypteridaceae,genus
Sterculia,plants,,Sterculia,Malvaceae,genus
Randia,plants,,Randia,Rubiaceae,genus
Pouteria caimito,plants,Pouteria caimito,Pouteria,Sapotaceae,species
Olax candida,plants,Olax candida,Olax,Olacaceae,species
Eugenia florida,plants,Eugenia florida,Eugenia,Myrtaceae,species
Philodendron brevispathum,plants,Philodendron brevispathum,Philodendron,Araceae,species
Petiveria alliacea,plants,Petiveria alliacea,Petiveria,Phytolaccaceae,species
Ricinus,plants,,Ricinus,Euphorbiaceae,genus
Iriartella,plants,,Iriartella,Arecaceae,genus
Hypolytrum pulchrum,plants,Hypolytrum pulchrum,Hypolytrum,Cyperaceae,species
Alchornea rhodophylla,plants,Alchornea rhodophylla,Alchornea,Euphorbiaceae,species
family6,plants,,,family6,family
Gnetum,plants,,Gnetum,Gnetaceae,genus
Schizaea incurvata,plants,Schizaea incurvata,Schizaea,Schizaeaceae,species
Fissidens allionii,plants,Fissidens allionii,Fissidens,Fissidentaceae,species
Blepharodon pictum,plants,Blepharodon pictum,Blepharodon,Apocynaceae,species
Pouteria bangii,plants,Pouteria bangii,Pouteria,Sapotaceae,species
Zygia ampla,plants,Zygia ampla,Zygia,Fabaceae,species
Thaumatophyllum,plants,,Thaumatophyllum,Araceae,genus
Bulbostylis lanata,plants,Bulbostylis lanata,Bulbostylis,Cyperaceae,species
Aniba,plants,,Aniba,Lauraceae,genus
Clusia nitida,plants,Clusia nitida,Clusia,Clusiaceae,species
Solanaceae,plants,,,Solanaceae,family
Thelypteridaceae,plants,,,Thelypteridaceae,family
Chamaecrista desvauxii,plants,Chamaecrista desvauxii,Chamaecrista,Fabaceae,species
Eugenia punicifolia,plants,Eugenia punicifolia,Eugenia,Myrtaceae,species
Eriotheca,plants,,Eriotheca,Malvaceae,genus
Miconia gratissima,plants,Miconia gratissima,Miconia,Melastomataceae,species
Marcgravia pedunculosa,plants,Marcgravia pedunculosa,Marcgravia,Marcgraviaceae,species
Eleocharis minima,plants,Eleocharis minima,Eleocharis,Cyperaceae,species
Pseudolmedia laevigata,plants,Pseudolmedia laevigata,Pseudolmedia,Moraceae,species
Richeria grandis,plants,Richeria grandis,Richeria,Phyllanthaceae,species
Rhodospatha oblongata,plants,Rhodospatha oblongata,Rhodospatha,Araceae,species
Crepidospermum,plants,,Crepidospermum,Burseraceae,genus
Ocotea schomburgkiana,plants,Ocotea schomburgkiana,Ocotea,Lauraceae,species
Inga lopadadenia,plants,Inga lopadadenia,Inga,Fabaceae,species
Swartzia laurifolia,plants,Swartzia laurifolia,Swartzia,Fabaceae,species
Jupunba,plants,,Jupunba,Fabaceae,genus
Virola pavonis,plants,Virola pavonis,Virola,Myristicaceae,species
Inga punctata,plants,Inga punctata,Inga,Fabaceae,species
Fissidens taxifolius,plants,Fissidens taxifolius,Fissidens,Fissidentaceae,species
Ocotea,plants,,Ocotea,Lauraceae,genus
Ocotea floribunda,plants,Ocotea floribunda,Ocotea,Lauraceae,species
Aniba hostmanniana,plants,Aniba hostmanniana,Aniba,Lauraceae,species
