species_id,name,taxa,scientificname,species_url,commonname,redlist,family,family_common,taxonomic_level,sequenceid,genus,created_at
a72b76f9-b9c5-4b9b-9d12-bd248a840f38,Xipholena punicea,birds,Xipholena punicea,NULL,Pompadour Cotinga,NULL,Cotingidae,Cotingas,species,NULL,Xipholena,2024-01-31 16:46:00.000045+00
cdaad838-7a22-414a-b8b3-a8be7dfb471a,Sporophila bouvronides,birds,Sporophila bouvronides,NULL,Lesson's Seedeater,NULL,Thraupidae,Tanagers,species,NULL,Sporophila,2024-01-31 16:46:00.000045+00
9de62874-b031-4069-aaab-54cb9f0a2d6f,Thamnophilus,birds,,NULL,,NULL,Thamnophilidae,Typical Antbirds,genus,NULL,Thamnophilus,2024-01-31 16:46:00.000045+00
3d33ddab-c0fe-4116-b6c6-2499fc3e5d27,Himantopus,birds,,,,,Recurvirostridae,"Stilts, Avocets ",genus,81,Himantopus,2024-01-24 17:18:54.447684+00
1081ef67-4b8d-44b7-b267-e8dc6cdd55a0,Cochlearius cochlearius,birds,Cochlearius cochlearius,NULL,Boat-Billed Heron,NULL,Ardeidae,Egrets And Herons,species,NULL,Cochlearius,2024-01-31 16:46:00.000045+00
14d95f72-0016-4de0-b1d2-7a374aedec7f,Attila spadiceus,birds,Attila spadiceus,NULL,Bright-Rumped Attila,NULL,Tyrannidae,Tyrant Flycatchers,species,NULL,Attila,2024-01-31 16:46:00.000045+00
56e47a60-403b-4986-86ba-dc8d40190249,Veniliornis passerinus,birds,Veniliornis passerinus,NULL,Little Woodpecker,NULL,,,species,NULL,Veniliornis,2024-01-31 16:46:00.692574+00
952219a5-946b-4142-95e1-ab429326ef13,Turdus,birds,,,,,Turdidae,"Thrushes, Robins, Chats, And Wheatears",genus,1050,Turdus,2024-01-24 17:18:54.447684+00
f3377260-8fc5-40a2-972e-817b7b511dcf,Galbula galbula,birds,Galbula galbula,NULL,Green-Tailed Jacamar,NULL,Galbulidae,Jacamars,species,NULL,Galbula,2024-01-31 16:46:00.000045+00
ea517b63-4403-49c9-a184-bd78421fdfae,Dromococcyx phasianellus,birds,Dromococcyx phasianellus,NULL,Pheasant Cuckoo,NULL,Cuculidae,Cuckoos,species,NULL,Dromococcyx,2024-01-31 16:46:00.000045+00
99f740fa-6f71-4f22-aee8-c108c00008a6,Brotogeris chrysoptera,birds,Brotogeris chrysoptera,NULL,Golden Winged Parakeet,NULL,Psittacidae,Parrots,species,NULL,Brotogeris,2024-01-31 16:46:00.000045+00
a024389e-20fc-4bd5-b0f9-c3d77a513e22,Xenops minutus,birds,Xenops minutus,NULL,Plain Xenops,NULL,Furnariidae,Ovenbirds And Allies,species,NULL,Xenops,2024-01-31 16:46:00.000045+00
878ec2de-4202-439d-bc81-919fc695765c,Progne subis,birds,Progne subis,https://lh3.googleusercontent.com/BQTyNPpJwup8HOZqYZxuZAmLAIb_SlDhiaAZbVeJCp5xzjZ6XS_cNzklxuGTkEE2b-2A_WtS8RITPSjsFl94s4g,Purple Martin,LC,Hirundinidae,Martins,species,890,Progne,2024-01-24 17:18:54.447684+00
56bdce49-6434-42b9-ac51-1235a51e18d1,Vireo,birds,,,,,Vireonidae,Vireos,genus,805,Vireo,2024-01-24 17:18:54.447684+00
cb01a2ea-e46d-4890-8cd6-2b7f879d19b7,Xenops milleri,birds,Xenops milleri,NULL,Rufous-Tailed Xenops,NULL,,,species,NULL,Xenops,2024-01-31 16:46:00.692574+00
4ebfa31a-c2a5-41d8-adf7-8d282d4872f1,Chelidoptera tenebrosa,birds,Chelidoptera tenebrosa,NULL,Swallow-Wing,NULL,Bucconidae,Puffbirds,species,NULL,Chelidoptera,2024-01-31 16:46:00.000045+00
3be0bca1-c94a-45ab-bdde-715ab8555cd2,Ramphocelus,birds,,NULL,,NULL,Thraupidae,Tanagers,genus,NULL,Ramphocelus,2024-01-31 16:46:00.000045+00
e672a474-c863-4cd1-8839-aedaa3e0ef7e,Heliornithidae,birds,,,,,Heliornithidae,Finfoots,family,210,,2024-01-24 17:18:54.447684+00
a8a9d14a-1437-4527-bc41-af9a79e0b842,Ochthornis,birds,,NULL,,NULL,Tyrannidae,Tyrant Flycatchers,genus,NULL,Ochthornis,2024-01-31 16:46:00.000045+00
9e589c87-fad5-4b22-88b0-9bcf4c64ab20,Neopelma,birds,,NULL,,NULL,Pipridae,Manakins,genus,NULL,Neopelma,2024-01-31 16:46:00.000045+00
6eeed290-0c15-4857-8378-5aa9078bfdcf,Icterus,birds,,,,,Icteridae,American Blackbirds,genus,1165,Icterus,2024-01-24 17:18:54.447684+00
13900192-6440-473e-896e-46afa2d52c54,Oryzoborus angolensis,birds,Oryzoborus angolensis,NULL,Lesser Seed-Finch,NULL,,,species,NULL,Oryzoborus,2024-01-31 16:46:00.692574+00
ab8b07c7-428f-480c-8eeb-1fb8284518d8,Euphonia violacea,birds,Euphonia violacea,NULL,Violaceous Euphonia,NULL,Fringillidae,Finches,species,NULL,Euphonia,2024-01-31 16:46:00.692574+00
c820d41e-b166-4520-b0b7-167a20639f22,Campylopterus,birds,,NULL,,NULL,Trochilidae,Hummingbirds,genus,NULL,Campylopterus,2024-01-31 16:46:00.000045+00
d34e348a-8562-4f07-921b-629047617ce1,Contopus cooperi,birds,Contopus cooperi,https://lh3.googleusercontent.com/ofpsRHjMuE2inLpdQGMJOyrk_FWfjxM0rju4eSzBgzlLYIOIxFouO5Tasqf4PSi3Twv1NEPM5I0Ip3u9KA-3XCo,Olive-Sided Flycatcher,NT,Tyrannidae,Tyrant Flycatchers,species,605,Contopus,2024-01-24 17:18:54.447684+00
d1b4f7e1-eead-419d-87e3-38e808648957,Actitis,birds,,,,,Scolopacidae,"Sandpipers, Snipes ",genus,290,Actitis,2024-01-24 17:18:54.447684+00
f2358670-2516-462a-ad64-51c0460c4abf,Jacamerops,birds,,NULL,,NULL,Galbulidae,Jacamars,genus,NULL,Jacamerops,2024-01-31 16:46:00.000045+00
b36e345b-869e-41ec-978e-f11d7c45ea9d,Epinecrophylla,birds,,NULL,,NULL,Thamnophilidae,Typical Antbirds,genus,NULL,Epinecrophylla,2024-01-31 16:46:00.000045+00
7ab5d158-2123-42ff-a4d8-d73880e4dee9,Thamnophilus punctatus,birds,Thamnophilus punctatus,NULL,Slaty Antshrike,NULL,Thamnophilidae,Typical Antbirds,species,NULL,Thamnophilus,2024-01-31 16:46:00.000045+00
17df8fc8-b190-4a2e-834a-22b49d43008f,Dendrocincla fuliginosa,birds,Dendrocincla fuliginosa,NULL,Plain-Brown Woodcreeper,NULL,Furnariidae,Ovenbirds And Allies,species,NULL,Dendrocincla,2024-01-31 16:46:00.000045+00
